"PolicyNumber","FraudFound","Make","AccidentArea","Sex","MaritalStatus","AgeOfPolicyHolder","Fault","VehicleCategory","VehiclePrice","PoliceReportFiled","WitnessPresent","AddressChange.Claim","NumberOfCars"
3497,0,"Toyota","Urban","Male","Married","31 to 35","Policy Holder","Sedan","more than 69,000","No","No","no change","1 vehicle"
3502,1,"Accura","Rural","Male","Married","31 to 35","Policy Holder","Sedan","more than 69,000","No","No","no change","1 vehicle"
3507,0,"Mazda","Urban","Female","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3512,0,"Pontiac","Rural","Male","Married","31 to 35","Third Party","Sedan","less than 20,000","No","No","no change","1 vehicle"
3517,0,"Toyota","Urban","Male","Single","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
3520,1,"Mazda","Urban","Male","Married","31 to 35","Third Party","Sport","more than 69,000","No","No","2 to 3 years","1 vehicle"
3522,0,"Accura","Urban","Male","Married","41 to 50","Policy Holder","Sedan","more than 69,000","No","No","no change","1 vehicle"
3527,0,"Pontiac","Urban","Male","Married","36 to 40","Third Party","Sport","30,000 to 39,000","No","No","no change","3 to 4"
3532,0,"Accura","Urban","Male","Single","36 to 40","Policy Holder","Utility","more than 69,000","No","No","no change","1 vehicle"
3537,0,"Pontiac","Urban","Male","Married","31 to 35","Policy Holder","Sedan","more than 69,000","No","No","no change","1 vehicle"
3542,0,"Accura","Urban","Male","Married","31 to 35","Policy Holder","Sedan","more than 69,000","No","No","no change","1 vehicle"
3547,0,"Accura","Urban","Male","Single","36 to 40","Third Party","Sedan","more than 69,000","No","No","no change","1 vehicle"
3550,1,"Pontiac","Urban","Male","Married","36 to 40","Policy Holder","Sedan","20,000 to 29,000","No","No","1 year","2 vehicles"
3552,0,"Toyota","Urban","Male","Married","31 to 35","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3556,1,"Toyota","Urban","Male","Married","41 to 50","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3557,1,"Toyota","Rural","Female","Single","36 to 40","Policy Holder","Sedan","less than 20,000","No","No","no change","1 vehicle"
3562,0,"Mazda","Rural","Male","Single","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3567,0,"Toyota","Urban","Male","Married","36 to 40","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3570,1,"Accura","Rural","Male","Married","over 65","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3572,0,"Pontiac","Urban","Male","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3577,0,"Pontiac","Urban","Male","Married","36 to 40","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3580,1,"Mazda","Urban","Male","Married","36 to 40","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3582,0,"Mazda","Urban","Male","Married","36 to 40","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3586,1,"Accura","Urban","Male","Married","51 to 65","Policy Holder","Utility","more than 69,000","No","No","no change","1 vehicle"
3587,0,"Pontiac","Urban","Male","Married","36 to 40","Third Party","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
3589,1,"Pontiac","Rural","Male","Single","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3592,0,"Honda","Urban","Male","Married","41 to 50","Policy Holder","Sedan","20,000 to 29,000","No","No","4 to 8 years","2 vehicles"
3597,0,"Pontiac","Urban","Male","Married","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
3599,1,"Toyota","Urban","Male","Married","36 to 40","Policy Holder","Sedan","less than 20,000","No","No","no change","1 vehicle"
3602,0,"Pontiac","Urban","Male","Single","51 to 65","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3607,0,"Pontiac","Urban","Male","Married","36 to 40","Third Party","Sedan","less than 20,000","No","No","no change","1 vehicle"
3612,0,"Honda","Urban","Male","Single","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
3614,1,"Pontiac","Urban","Male","Married","41 to 50","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3617,0,"Honda","Rural","Male","Married","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
3622,0,"Toyota","Urban","Male","Single","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","2 to 3 years","1 vehicle"
3627,0,"Mazda","Urban","Male","Married","41 to 50","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
3632,0,"Saab","Rural","Female","Married","36 to 40","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
3637,0,"Chevrolet","Urban","Male","Married","41 to 50","Third Party","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
3642,0,"Pontiac","Urban","Male","Married","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
3647,0,"Honda","Urban","Male","Single","16 to 17","Policy Holder","Sedan","more than 69,000","No","No","no change","1 vehicle"
3650,1,"Pontiac","Rural","Male","Single","31 to 35","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","3 to 4"
3652,0,"Toyota","Urban","Female","Single","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
3657,0,"Accura","Urban","Male","Married","36 to 40","Policy Holder","Utility","more than 69,000","No","No","no change","1 vehicle"
3662,0,"Ford","Rural","Male","Married","36 to 40","Third Party","Sedan","60,000 to 69,000","No","No","no change","1 vehicle"
3667,0,"Pontiac","Urban","Male","Married","36 to 40","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
3672,0,"Toyota","Urban","Male","Married","41 to 50","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
3676,1,"Pontiac","Urban","Male","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","4 to 8 years","2 vehicles"
3677,0,"Dodge","Urban","Male","Married","36 to 40","Third Party","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
3682,0,"Toyota","Urban","Female","Single","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
3684,1,"Saab","Urban","Male","Married","41 to 50","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
3687,0,"Pontiac","Urban","Male","Married","36 to 40","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
3692,0,"Honda","Urban","Male","Single","31 to 35","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
3694,1,"Pontiac","Urban","Male","Single","26 to 30","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3697,0,"Pontiac","Urban","Male","Married","41 to 50","Policy Holder","Sedan","less than 20,000","No","No","4 to 8 years","2 vehicles"
3702,0,"Pontiac","Urban","Male","Married","41 to 50","Policy Holder","Sedan","less than 20,000","No","No","no change","1 vehicle"
3707,0,"Toyota","Rural","Female","Single","31 to 35","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3712,0,"Ford","Urban","Male","Married","31 to 35","Policy Holder","Sedan","less than 20,000","No","No","no change","1 vehicle"
3717,0,"Toyota","Urban","Female","Married","41 to 50","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3722,0,"Pontiac","Urban","Male","Married","36 to 40","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
3725,1,"Chevrolet","Urban","Male","Single","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3726,1,"Pontiac","Urban","Male","Single","over 65","Policy Holder","Sedan","less than 20,000","No","No","no change","1 vehicle"
3727,0,"Honda","Urban","Female","Single","36 to 40","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
3732,0,"Ford","Urban","Male","Married","31 to 35","Policy Holder","Sedan","less than 20,000","No","No","1 year","3 to 4"
3737,0,"Chevrolet","Urban","Female","Married","51 to 65","Policy Holder","Sedan","more than 69,000","No","No","no change","1 vehicle"
3741,1,"Honda","Urban","Male","Married","36 to 40","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
3742,0,"Mazda","Urban","Male","Married","41 to 50","Third Party","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
3747,0,"Chevrolet","Urban","Male","Single","41 to 50","Third Party","Sedan","more than 69,000","No","No","no change","1 vehicle"
3752,0,"Honda","Urban","Male","Single","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
3757,0,"Mazda","Urban","Male","Married","51 to 65","Policy Holder","Sedan","20,000 to 29,000","Yes","No","no change","1 vehicle"
3762,0,"Pontiac","Rural","Male","Married","51 to 65","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3767,0,"Accura","Rural","Male","Married","41 to 50","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
3772,0,"Toyota","Urban","Male","Single","31 to 35","Third Party","Sedan","20,000 to 29,000","Yes","No","no change","1 vehicle"
3773,1,"Honda","Urban","Male","Married","36 to 40","Policy Holder","Sedan","40,000 to 59,000","No","No","no change","3 to 4"
3777,0,"Honda","Urban","Female","Married","31 to 35","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3778,1,"Toyota","Urban","Male","Married","41 to 50","Policy Holder","Sedan","more than 69,000","No","No","no change","1 vehicle"
3782,0,"Honda","Urban","Male","Single","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3786,1,"Mazda","Rural","Male","Married","over 65","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
3787,0,"Chevrolet","Urban","Male","Single","31 to 35","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
3792,0,"Pontiac","Rural","Male","Married","36 to 40","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
3797,0,"Mazda","Urban","Male","Single","31 to 35","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
3801,1,"Chevrolet","Urban","Male","Single","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3802,0,"Accura","Urban","Male","Married","41 to 50","Third Party","Sport","30,000 to 39,000","No","No","4 to 8 years","2 vehicles"
3807,0,"Pontiac","Urban","Male","Married","36 to 40","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
3812,0,"Mazda","Urban","Male","Married","36 to 40","Third Party","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
3817,0,"Pontiac","Urban","Male","Married","41 to 50","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3820,1,"Mazda","Urban","Male","Single","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3822,0,"Pontiac","Urban","Male","Married","over 65","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3827,0,"Honda","Urban","Male","Divorced","36 to 40","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
3832,0,"Chevrolet","Urban","Male","Married","36 to 40","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
3834,1,"Pontiac","Urban","Male","Single","over 65","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3837,0,"Pontiac","Urban","Male","Married","36 to 40","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
3842,0,"Mazda","Urban","Male","Married","36 to 40","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
3847,0,"Honda","Urban","Male","Single","36 to 40","Third Party","Sedan","less than 20,000","No","No","no change","1 vehicle"
3852,0,"Mazda","Urban","Male","Single","26 to 30","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3857,1,"Honda","Urban","Male","Single","16 to 17","Policy Holder","Sedan","more than 69,000","No","No","no change","1 vehicle"
3862,0,"Chevrolet","Urban","Male","Married","51 to 65","Third Party","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
3867,0,"Mazda","Urban","Male","Married","51 to 65","Third Party","Sedan","less than 20,000","No","No","no change","1 vehicle"
3872,0,"Honda","Urban","Male","Married","36 to 40","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
3877,0,"Toyota","Urban","Male","Single","26 to 30","Third Party","Sedan","20,000 to 29,000","No","No","2 to 3 years","1 vehicle"
3882,0,"Pontiac","Urban","Male","Married","36 to 40","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3885,1,"Toyota","Urban","Male","Married","51 to 65","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3887,0,"Chevrolet","Urban","Female","Single","31 to 35","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3892,0,"Dodge","Urban","Male","Married","36 to 40","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
3897,0,"Pontiac","Urban","Male","Single","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3902,0,"Honda","Urban","Male","Married","31 to 35","Policy Holder","Sport","more than 69,000","No","No","no change","1 vehicle"
3907,0,"Pontiac","Urban","Female","Single","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","4 to 8 years","2 vehicles"
3912,0,"Mazda","Urban","Male","Married","over 65","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
3917,0,"Toyota","Urban","Male","Married","36 to 40","Policy Holder","Sedan","less than 20,000","No","No","no change","1 vehicle"
3922,0,"Pontiac","Urban","Male","Single","31 to 35","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
3927,1,"Mazda","Urban","Male","Single","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3932,0,"Pontiac","Urban","Male","Married","36 to 40","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
3937,0,"Chevrolet","Urban","Male","Married","36 to 40","Policy Holder","Sport","20,000 to 29,000","No","No","no change","3 to 4"
3940,1,"Accura","Urban","Male","Married","36 to 40","Policy Holder","Sport","40,000 to 59,000","No","No","no change","1 vehicle"
3942,0,"Chevrolet","Urban","Male","Married","41 to 50","Policy Holder","Sedan","more than 69,000","No","No","no change","1 vehicle"
3947,1,"Mazda","Urban","Male","Married","36 to 40","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
3952,0,"Toyota","Urban","Male","Married","41 to 50","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3957,0,"Dodge","Urban","Male","Married","41 to 50","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3962,0,"Toyota","Urban","Female","Married","41 to 50","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
3967,0,"Chevrolet","Urban","Male","Married","41 to 50","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3972,0,"Mazda","Urban","Male","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
3977,0,"Mazda","Urban","Male","Single","31 to 35","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
3979,1,"Pontiac","Urban","Male","Married","31 to 35","Third Party","Sedan","more than 69,000","No","No","2 to 3 years","1 vehicle"
3982,0,"Honda","Urban","Male","Single","31 to 35","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
3987,0,"Pontiac","Urban","Male","Married","36 to 40","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
3992,0,"Honda","Urban","Male","Married","over 65","Policy Holder","Sedan","less than 20,000","No","No","no change","1 vehicle"
3995,1,"Toyota","Urban","Female","Single","26 to 30","Policy Holder","Sedan","less than 20,000","No","No","no change","1 vehicle"
3997,0,"Dodge","Urban","Male","Married","41 to 50","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
4002,0,"Toyota","Urban","Female","Married","36 to 40","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
4007,0,"Saturn","Urban","Male","Married","31 to 35","Policy Holder","Sedan","40,000 to 59,000","No","No","no change","1 vehicle"
4012,0,"Chevrolet","Urban","Male","Married","41 to 50","Policy Holder","Sedan","30,000 to 39,000","No","No","4 to 8 years","2 vehicles"
